id,player_id,category,subcategory,dropmod,date,platform,time_primary,time_realtime,time_ingame
zgvg5wjz,8ge4ql2j,Glitchless,Any% No Dropmod,No Dropmod,2020-10-29,PC,3752.0,0.0,3752.0
zxdgvrqy,jn3y2r1x,Glitchless,Any% No Dropmod,No Dropmod,2020-10-25,PC,3367.0,3561.0,3367.0
yd05x3vz,18vngqvj,Glitchless,Any% No Dropmod,No Dropmod,2020-10-11,PC,3299.0,0.0,3299.0
zxd2r6ky,x35lr47j,Glitchless,Any% No Dropmod,No Dropmod,2020-10-11,Xbox One,4180.0,4536.0,4180.0
yd0q39jz,8dw30q5j,Glitchless,Any% No Dropmod,No Dropmod,2020-09-12,PC,3081.0,0.0,3081.0
mr98klgm,8ge11v1j,Glitchless,Any% No Dropmod,No Dropmod,2020-09-10,PC,5545.0,0.0,5545.0
y6r3nlqy,j924mz78,Glitchless,Any% No Dropmod,No Dropmod,2020-09-07,PC,5359.0,5676.0,5359.0
z1odkngm,86v06o5j,Glitchless,Any% No Dropmod,No Dropmod,2020-09-07,PC,4626.0,5214.0,4626.0
y8r38w1m,jprg0p08,Glitchless,Any% No Dropmod,No Dropmod,2020-08-30,PC,4976.0,5370.0,4976.0
zqw54w9z,8genlz2j,Glitchless,Any% No Dropmod,No Dropmod,2020-08-05,PlayStation 4,3231.0,3453.0,3231.0
z05q1o8m,5j5k22zj,Glitchless,Any% No Dropmod,No Dropmod,2020-07-16,PC,5705.0,0.0,5705.0
z5j8lrnm,8qzy54q8,Glitchless,Any% No Dropmod,No Dropmod,2020-06-30,PC,4072.0,0.0,4072.0
zprv97xm,x35lr47j,Glitchless,Any% No Dropmod,No Dropmod,2020-05-17,Xbox One,4715.0,5146.0,4715.0
y2528e5y,8rp230qj,Glitchless,Any% No Dropmod,No Dropmod,2020-05-14,PC,6046.0,0.0,6046.0
zq004o9y,,Glitchless,All Bosses,,2020-02-10,PlayStation 4,5634.0,0.0,5634.0
y25rvq7y,y8d6wrlx,Glitchless,Any% No Dropmod,No Dropmod,2019-09-13,PC,4273.0,0.0,4273.0
z1jx6pgz,dx3zl76j,Glitchless,Any% No Dropmod,No Dropmod,2019-09-06,PC,3639.0,0.0,3639.0
y415wj2y,qjov157x,Glitchless,Any% No Dropmod,No Dropmod,2019-06-01,PC,3981.0,0.0,3981.0
meow2w2z,o86zzzpx,Glitchless,Any% No Dropmod,No Dropmod,2019-02-22,PlayStation 4,3138.0,3337.0,3138.0
zx2qjdqm,5j51pdg8,Glitchless,Any% No Dropmod,No Dropmod,2019-01-13,PC,4017.0,0.0,4017.0
yo2voqdz,18vngqvj,Glitchless,Any% No Dropmod,No Dropmod,2018-05-28,PlayStation 4,3306.0,3495.0,3306.0
yv5jwp4m,81vo7d38,Soul Level 1,All Bosses Glitchless,,2025-10-10,PC,7051.0,0.0,7051.0
y2r3d15m,81vo7d38,Soul Level 1,All Bosses Glitchless,,2025-09-28,PC,7664.0,0.0,7664.0
zqpo1l8m,xkpzzd2j,Soul Level 1,All Bosses Glitchless,,2025-08-29,PC,8198.0,0.0,8198.0
zng2w29m,xkpzzd2j,Soul Level 1,All Bosses Glitchless,,2025-07-23,PC,8952.0,0.0,8952.0
y6j2kx0m,x7qdnqr8,Soul Level 1,Any% Glitchless,,2025-07-17,PC,3097.0,0.0,3097.0
z5w3qqjz,xyl4nzvj,Soul Level 1,Any% Glitchless,,2025-05-27,PC,3286.0,0.0,3286.0
y6jpj3jm,x7qdnqr8,Soul Level 1,Any% Glitchless,,2025-05-06,PC,3241.0,0.0,3241.0
z5w1kndz,x7qdnqr8,Soul Level 1,Any% Glitchless,,2025-05-05,PC,3331.0,0.0,3331.0
m3wpjd6y,j9p7qmvx,Soul Level 1,Any% Glitchless,,2025-04-11,PC,5117.0,0.0,5117.0
y28gvv6y,8ez6p0o8,Soul Level 1,Any% Glitchless,,2025-04-11,PC,2961.0,0.0,2961.0
m3w259wy,j0e30vm8,Soul Level 1,All Bosses Glitchless,,2025-03-21,PC,14421.0,15355.0,14421.0
y4j05vny,j0e30vm8,Soul Level 1,Any% Glitchless,,2025-03-20,PC,5294.0,6517.0,5294.0
y2nnrk6y,x357qwqj,Soul Level 1,Any% Glitchless,,2025-03-13,PC,3392.0,0.0,3392.0
z1v99w7z,x357qwqj,Soul Level 1,Any% Glitchless,,2025-02-28,PC,3579.0,0.0,3579.0
mr027n7m,jok9koe8,Soul Level 1,Any% Glitchless,,2025-02-19,PC,3801.0,3801.0,3801.0
m3wl5jdy,86n6gkqx,Soul Level 1,Any%,,2025-02-09,PC,1366.0,0.0,1366.0
yoqlk00z,86n6gkqx,Soul Level 1,Any%,,2025-02-07,PC,1415.0,0.0,1415.0
zpkd128y,86n6gkqx,Soul Level 1,Any%,,2025-02-03,PC,1459.0,0.0,1459.0
yoqd7r7z,86n6gkqx,Soul Level 1,No Wrong Warp,,2025-02-01,PC,2458.0,0.0,2458.0
y6gr4wqm,86n6gkqx,Soul Level 1,No Wrong Warp,,2025-01-04,PC,2475.0,2732.0,2475.0
zpk07d8y,86n6gkqx,Soul Level 1,No Wrong Warp,,2024-12-17,PC,2644.0,2918.0,2644.0
z0qg8dem,j46gk6v8,Soul Level 1,Any%,,2024-11-17,PC,1434.0,0.0,1434.0
z1vl21jz,8l0pder8,Soul Level 1,Any%,,2024-10-06,PC,1344.0,0.0,1344.0
zpxw6vgm,8w9gok3j,Soul Level 1,Any%,,2024-09-18,PC,1377.0,0.0,1377.0
yjoro3nz,jmllore8,Soul Level 1,Any%,,2024-06-15,PC,1512.0,0.0,1512.0
zq88ro8z,jm3o5pe8,Soul Level 1,Any%,,2024-05-13,PC,1606.0,0.0,1606.0
m7n3rn5z,pj04vr4x,Soul Level 1,Any%,,2024-05-11,PC,1541.0,0.0,1541.0
yvlo3jez,j46rgov8,Soul Level 1,Any%,,2024-03-31,PC,1620.0,0.0,1620.0
yldqe2rm,j46rgov8,Soul Level 1,Any%,,2024-03-27,PC,1770.0,0.0,1770.0
y46r103z,jpy9dykj,Soul Level 1,All Bosses,,2024-03-26,PC,15120.0,0.0,15120.0
y46eo23z,j46rgov8,Soul Level 1,Any%,,2024-03-16,PC,1891.0,1891.0,1891.0
y2knln6y,8l0pder8,Soul Level 1,All Bosses,,2024-01-08,PC,4062.0,0.0,4062.0
yd2gdewm,8e6752oj,Soul Level 1,All Bosses,,2023-12-01,PC,5986.0,0.0,5986.0
y8k8p51y,8e6752oj,Soul Level 1,All Bosses,,2023-11-19,PC,6633.0,0.0,6633.0
zqdjk58m,qjov157x,Soul Level 1,No Wrong Warp,,2023-11-06,PC,2875.0,0.0,2875.0
z1koxkgy,qjov157x,Soul Level 1,No Wrong Warp,,2023-10-09,PC,3082.0,0.0,3082.0
znjlg4lm,jm3o5pe8,Soul Level 1,Any%,,2023-04-08,PC,1650.0,0.0,1650.0
yj89577m,8qomy07j,Soul Level 1,No Wrong Warp,,2023-03-06,PC,3968.0,0.0,3968.0
znjvpl9m,xk35z6k8,Soul Level 1,Any%,,2023-02-18,PC,1422.0,0.0,1422.0
ydgj5gxy,j0vrzkrx,Soul Level 1,No Wrong Warp,,2023-02-16,PlayStation 4,2679.0,0.0,2679.0
z1ql5vjy,j0vrzkrx,Soul Level 1,No Wrong Warp,,2023-02-16,PlayStation 4,2662.0,0.0,2662.0
y4ggo92y,8l0pder8,Soul Level 1,Any%,,2023-02-12,PC,1355.0,0.0,1355.0
ylnnvnnz,j0vrzkrx,Soul Level 1,Any%,,2023-02-10,PlayStation 4,1405.0,0.0,1405.0
mkvd82vy,j0vrzkrx,Soul Level 1,Any%,,2023-02-04,PlayStation 4,1426.0,0.0,1426.0
y6o9l4qy,j0vrzkrx,Soul Level 1,No Wrong Warp,,2023-01-18,PlayStation 4,2708.0,0.0,2708.0
z5xw9gny,j0vrzkrx,Soul Level 1,No Wrong Warp,,2022-10-24,PlayStation 4,2789.0,0.0,2789.0
zgq625ny,8rl657d8,Soul Level 1,Any%,,2022-10-22,PlayStation 4,1806.0,0.0,1806.0
zpddk3nz,j0vrzkrx,Soul Level 1,Any%,,2022-09-12,PlayStation 4,1449.0,0.0,1449.0
y2eejvwy,8l0pder8,Soul Level 1,Any%,,2022-09-12,PC,1377.0,0.0,1377.0
yw6jq19m,8l0pder8,Soul Level 1,Any%,,2022-09-02,PC,1387.0,0.0,1387.0
zpd8vv8z,8l0pder8,Soul Level 1,Any%,,2022-08-31,PC,1392.0,0.0,1392.0
zx7r5k8y,jmllore8,Soul Level 1,No Wrong Warp,,2022-07-20,PC,2674.0,0.0,2674.0
y60wjnpy,jmllore8,Soul Level 1,No Wrong Warp,,2022-07-16,PC,2728.0,0.0,2728.0
z52ner5z,j4qdk4lx,Soul Level 1,No Wrong Warp,,2022-07-16,PC,3074.0,0.0,3074.0
z52n5lnz,x357qwqj,Soul Level 1,No Wrong Warp,,2022-07-13,PC,4341.0,0.0,4341.0
yddg6evy,j0vrzkrx,Soul Level 1,Any%,,2022-06-07,PlayStation 4,1462.0,0.0,1462.0
yddwr5wy,j0vrzkrx,Soul Level 1,Any%,,2022-05-24,PlayStation 4,1523.0,0.0,1523.0
y882dx5y,xzlz26e8,Soul Level 1,Any%,,2022-04-27,PC,2161.0,0.0,2161.0
yjx9r83z,j0vrzkrx,Soul Level 1,Any%,,2022-02-20,PlayStation 4,1544.0,0.0,1544.0
y6nn69pz,j0vrzkrx,Soul Level 1,Any%,,2022-01-14,PlayStation 4,1580.0,0.0,1580.0
zxlgjkkz,j0vrzkrx,Soul Level 1,Any%,,2022-01-07,PlayStation 4,1646.0,0.0,1646.0
mejx8g2y,x3m76628,Soul Level 1,Any%,,2021-12-18,PlayStation 4,1562.0,0.0,1562.0
mk56q91m,x3m76628,Soul Level 1,Any%,,2021-11-22,PlayStation 4,1710.0,0.0,1710.0
y93qk5ky,x7mo5prx,Soul Level 1,Any%,,2021-11-15,PlayStation 4,6595.0,0.0,6595.0
ywkjv9ny,jmllore8,Soul Level 1,Any%,,2021-09-06,PC,1585.0,0.0,1585.0
y8edewdy,jmllore8,Soul Level 1,Any%,,2021-08-28,PC,1657.0,0.0,1657.0
zxgrdx5y,8qr7oqwj,Soul Level 1,Any%,,2021-07-10,Switch,2309.0,2653.0,2309.0
yd91gvxz,xz97e398,Soul Level 1,Any%,,2021-02-21,PC,1592.0,0.0,1592.0
z18pn99y,xz97e398,Soul Level 1,Any%,,2021-02-18,PC,1659.0,0.0,1659.0
mk7kpv1y,pj04vr4x,Soul Level 1,Any%,,2021-02-18,PC,1723.0,0.0,1723.0
y9n903ez,x7qdnqr8,Soul Level 1,Any%,,2021-02-05,PC,1494.0,0.0,1494.0
yv2oe4om,86vpvypj,Soul Level 1,Any%,,2021-02-02,PlayStation 4,1612.0,0.0,1612.0
yo93r00y,dx325zqj,Soul Level 1,All Bosses,,2021-01-30,PlayStation 4,5617.0,0.0,5617.0
y42w99nm,x7qdnqr8,Soul Level 1,Any%,,2021-01-26,PC,1551.0,0.0,1551.0
yo9j6kjy,dx325zqj,Soul Level 1,All Bosses,,2021-01-23,PlayStation 4,6366.0,0.0,6366.0
y2vq8jjz,x7qdnqr8,Soul Level 1,Any%,,2021-01-22,PC,1763.0,0.0,1763.0
zgx7wgvm,86vpvypj,Soul Level 1,Any%,,2021-01-20,PlayStation 4,1747.0,0.0,1747.0
y8rkg7wm,8rpm5wqj,Soul Level 1,Any%,,2020-12-03,PC,2587.0,0.0,2587.0
ylv7kj3m,kj9vepwx,Soul Level 1,All Bosses,,2020-11-11,PC,4667.0,0.0,4667.0
z09o46jz,kj9vepwx,Soul Level 1,All Bosses,,2020-11-09,PC,5154.0,0.0,5154.0
mr9njkgm,86vpvypj,Soul Level 1,Any%,,2020-10-30,PlayStation 4,2369.0,0.0,2369.0
y4ewkxnm,zxzw45nx,Soul Level 1,Any%,,2020-10-09,PC,2053.0,0.0,2053.0
y2d51g7z,qjov157x,Soul Level 1,Any%,,2020-10-04,PC,2338.0,0.0,2338.0
